geneID	geneSymbol	A498_KIDNEY	A549_LUNG	ACHN_KIDNEY	BT549_BREAST	CAKI1_KIDNEY	DU145_PROSTATE	EKVX_LUNG	HCT116_LARGE_INTESTINE	HCT15_LARGE_INTESTINE	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HOP62_LUNG	HOP92_LUNG	HS578T_BREAST	HT29_LARGE_INTESTINE	IGROV1_OVARY	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KM12_LARGE_INTESTINE	LOXIMVI_SKIN	MALME3M_SKIN	MCF7_BREAST	MDAMB231_BREAST	MDAMB435S_SKIN	MDAMB468_BREAST	NCIH226_LUNG	NCIH23_LUNG	NCIH322_LUNG	NCIH460_LUNG	NCIH522_LUNG	NIHOVCAR3_OVARY	OVCAR4_OVARY	OVCAR8_OVARY	PC3_PROSTATE	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SF268_CENTRAL_NERVOUS_SYSTEM	SF295_CENTRAL_NERVOUS_SYSTEM	SF539_CENTRAL_NERVOUS_SYSTEM	SKMEL28_SKIN	SKMEL5_SKIN	SKOV3_OVARY	SW620_LARGE_INTESTINE	T47D_BREAST	U251MG_CENTRAL_NERVOUS_SYSTEM	UACC257_SKIN	UACC62_SKIN	UO31_KIDNEY
ENSG00000184845.3	DRD1	0.01	0.37	0	0	0.01	0.04	2.3	0.35	0.01	0.01	0.18	0	0.03	0.02	0	0	0	0	0	7.48	0	0	0.02	0.01	0.01	0	0	0	0.01	0	0	0	0	0.07	3.53	0.01	0.02	0	0.01	0	0.04	0	0.02	0.01	0
ENSG00000184916.4	JAG2	2.47	9.69	3.35	2.95	0.56	24.48	29.55	43.94	45.26	0.24	2.18	5.77	0.31	12.26	13.71	13.32	0.56	1.03	2.29	16.97	6.73	1.3	12.07	8.78	23.74	23.33	12.78	22.97	11.42	21.1	41.09	16.95	19.63	1.93	0.39	3.35	0.54	1.06	60.68	45.46	27.74	1.65	1.72	1.54	5.17
ENSG00000184984.8	CHRM5	0.03	0.03	0.15	0.08	0.01	0.02	0.04	0.03	0.09	0.05	0.02	0.01	0.05	0.02	0.02	0.03	0.05	0.01	0.15	0.02	0.01	0.02	0.05	0.02	0.02	0.09	0.05	0.05	0.14	0.01	0.01	0.09	0	0.01	0.07	0.11	0.04	0.22	0.12	0.08	0.01	0.04	0.04	0.84	0
ENSG00000184990.8	SIVA1	73.76	113.86	101.08	114.08	107.1	194.46	97.55	149.61	147.45	365.28	175.74	66.52	50.97	109.37	157.18	77.87	213.23	121.91	111.04	193.62	150.6	84.57	102.44	111.1	139.88	94.57	209.1	137.9	144.56	123.87	144.73	188.55	78.95	432.3	204.7	96.51	61.29	120.8	143.17	277.51	155.53	111.47	101.65	140.6	83.51
ENSG00000184995.6	IFNE	1.26	1.85	0	1.08	2.55	0.78	0.62	0.62	0.19	0.02	1.88	0.44	0.32	2.4	0.11	0	0.85	0.74	0	0	0	1.31	0.47	0.3	0.24	0.01	0.35	0.65	2.91	0.51	0.2	2.18	0.08	0	1.69	1.22	0.07	0	2.46	0.16	0	0.27	0.08	0.27	1.21
ENSG00000185231.4	MC2R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185236.7	RAB11B	38.53	30.81	41.27	52.42	59.35	66.99	50.74	58.07	52.1	45.68	50.13	70.93	64.59	48.01	60.53	55.57	30.65	36.3	47.66	32.61	69.15	71.51	58.26	50.42	46.88	57.09	35.8	81.96	37.51	70.24	72.11	41.16	45.21	58.46	68.96	58.81	54.69	43.46	78.26	67.8	45.94	74.23	55.32	30.08	62.69
ENSG00000185269.7	NOTUM	0.12	0.13	0.12	0.71	0.08	1.79	1.57	3.77	9.28	0.57	0.04	0.01	0.28	1.09	0.15	13.72	0.06	0.11	0.03	0.16	0.04	0.27	0.15	1.58	1.91	1.65	0.27	0.62	1.51	14.05	1.07	0.19	0.1	0.1	0.56	31.86	0.18	0.35	0.47	334.82	0.15	0.51	0.18	0.22	0.08
ENSG00000185291.6	IL3RA	0.04	0.1	0.04	0.04	0.15	0.03	2.15	0	0.06	0.4	0.01	0.02	0.05	0.05	0.17	0.03	0.51	0.06	0.16	0.03	0.08	0.07	0.09	0.1	0.02	0.07	0.02	0.21	0.25	0.65	0.14	0	8.66	0.1	0.04	0.44	0.01	0.36	0.06	0.24	0.29	0.05	0.05	0.16	0
ENSG00000185338.4	SOCS1	0.67	0.08	0.82	0.53	1.85	0.05	0.85	0.5	0.35	1.17	1.08	1.08	1.33	0.22	0.5	9.56	0.12	0.28	0.06	0.59	3.45	1.31	1.6	0.61	0.8	3.6	0.16	2.61	1.19	0.62	0.42	1.3	0.66	1.3	3.51	3.26	0.2	1.24	0.57	0.07	0.2	0.38	0.16	0.2	1.65
ENSG00000185386.10	MAPK11	30.3	3.47	17.52	11.59	6.03	6.71	16.86	8.95	0.9	0.44	7.06	5.21	10.9	0.48	1.27	8.41	0.35	19.59	6.3	2.05	2.24	21.04	10.87	14.23	4.51	2.89	2.56	12.56	3.76	1.54	1.88	4.12	6.64	1.36	6.57	12.36	7.27	9.29	4.81	3.73	13.32	2.7	10.73	18.39	17.47
ENSG00000185436.7	IFNLR1	0.03	0.95	1.55	0.03	0.5	2.73	2.43	5.89	8.16	0.08	3.47	0.62	0.05	1.81	2.51	0.01	3.66	0.09	2.95	0.03	1.53	0.13	4	0.01	0.91	2.76	1.48	3.83	1.49	3.97	1.26	3.22	2.11	1.05	0.59	0.34	0.04	0.05	0.34	1.79	1.62	2.22	0.17	0.16	1.03
ENSG00000185507.15	IRF7	7.19	0.94	3.19	5.2	6.53	11.7	1.68	3.21	13.52	4.74	11.5	6.43	5.45	19.83	5.3	8.59	7.02	7.83	4.11	7.67	9.04	6.21	20.37	7.13	5.44	0.24	1.1	6.18	10.19	3.14	3.89	22.67	6.75	7.49	6.18	104.67	4.85	2.25	10.53	5.42	3.33	0.25	3.95	3.55	3.05
ENSG00000185515.10	BRCC3	16.71	30.37	20.56	34.37	12.61	11.38	14.18	27.86	43.7	13.21	26.03	12.98	3.99	37.32	29.95	12.78	12.71	16.41	15.23	24.17	26.13	22.31	63.81	37.49	17.9	20.06	38.86	37.29	21.08	18.56	24.33	16.64	15.37	16.72	27.87	19.92	15.75	12.19	24.17	44.01	17.13	23.03	21.07	14.68	15.35
ENSG00000185532.10	PRKG1	0.28	0.03	0	4.34	0.06	0.1	0.02	0.07	0.03	0.02	0.11	0.43	1.86	0.03	0.05	0	0.01	3.81	0.01	0.6	0.19	0.14	0.02	0.17	0.07	0.07	0.03	0.01	0.98	0	0.56	0.71	0.01	2.91	0.11	1.45	0.46	0.57	0.03	0.06	0.04	0.13	0.58	0.59	0.01
ENSG00000185591.5	SP1	16	16.57	26.16	20.49	8.36	19.65	14.7	34.61	44.5	11.88	15.96	13.42	14.88	26.7	26.46	31.83	22.06	24.96	26.61	28.14	20.82	23.15	26.9	20.19	20.42	16.44	16.15	25.69	32.36	17.18	24.25	12.09	15.78	17.17	18.38	22.21	19.65	24.03	51.37	25.23	35.16	18.87	16.08	14.52	19.94
ENSG00000185634.7	SHC4	0.39	0.06	0.56	0.04	0.28	0.04	0.33	0.19	0.06	0.04	0.95	0.42	10.2	0.06	0.14	1.14	0.09	0.17	40.49	1.64	0.24	4	0.28	0.24	0.12	0.19	1.84	0.06	0.4	0.08	0.43	1.78	0.34	0.46	0.57	0.42	18.28	11.89	0.16	0.64	0.03	1.42	14.8	2.72	0.96
ENSG00000185652.7	NTF3	0	0.02	17.1	0.02	0	0.08	0.1	0.05	0	0	0	0.55	3.29	0	0.06	0.04	0.06	0	0	0	0.31	2.03	0	0	0.02	0	0.01	0.09	16.13	9.85	0	0	14.46	12.49	0.31	3.29	0.02	0.25	0	0.03	0.02	0	0.72	0	18.06
ENSG00000185737.8	NRG3	0.1	0	0	0.01	0.02	0.02	0	0.01	0	0	0.03	0.07	0	0	0	0	0	0.01	0.09	0.03	0.06	0.74	0	0	0	0.02	0	0.02	0.11	0.01	0	0	0	0	0	0	6.75	3.47	0	0	0.02	0	3.86	1.17	0
ENSG00000185920.11	PTCH1	3.02	2.21	2.02	8.68	1.2	3.27	5.01	2.05	11.63	0.2	2.49	6.74	2.12	8.27	8.4	6.03	4.17	9.73	11.69	0.98	8.45	9.1	4.96	1.23	6.32	1.06	3.11	45.46	4.3	2.88	2.11	0.58	6.57	9.25	7.15	3.47	7.31	6.76	2.45	9.47	1.44	3.94	2.23	6.22	3.32
ENSG00000185950.7	IRS2	41.4	4.91	5.58	0.82	4.35	4.13	13.34	2.06	1.6	4.91	2.02	8.83	0.01	3.33	3.93	2.48	3.37	6.81	29.21	2.28	6.04	2.97	7.57	3.36	1.03	7.47	11.21	5.8	18.64	7.31	7.76	0.75	1.35	6.75	0.75	1.86	16.29	38.55	3.31	6	0.5	7.76	14.44	8.56	8.7
ENSG00000185974.6	GRK1	0	0	0	0	0	0.03	0	0.02	0.02	0.05	0.01	0.01	0.03	0	0	0.01	0.01	0.07	0	0.05	0.01	0.17	0.43	0.01	0.04	0.02	0	0.38	0.03	0	0.01	0.08	0.08	0.01	0.01	0.08	0.03	0.01	0	0.12	0	0	0	0.01	0.03
ENSG00000185989.9	RASA3	11.01	2.28	13.67	19.9	8.65	7.66	3.28	11.22	0.62	16.39	18.06	17.24	25.2	21.32	3.3	16.58	3.51	20.47	17.87	2.39	23.79	15.8	3.24	12.59	4.71	2.16	9.78	0.91	0.98	2.03	18.09	4.74	47.28	35.33	15.78	26.07	14.88	12.53	8.78	28.84	3.21	12.49	32.06	13.79	18.73
ENSG00000186111.4	PIP5K1C	5.68	3.32	6.14	9.78	3.42	6.33	15.32	12.1	12.29	4.81	9.61	12.39	22.94	9.8	10.35	12.22	4.39	9.41	18.23	6.47	13.58	13.84	10.68	9.38	7.93	6.83	5.62	15.73	8.03	4.87	10.89	5.43	7.89	20.13	19.52	16.28	15.66	10.52	18.75	7.33	8.1	19.36	10.69	11.01	10.46
ENSG00000186298.7	PPP1CC	55.49	172.11	188.41	92.68	109.91	163.6	86.48	242.63	166.94	55.52	135.16	100.61	53.47	122.29	154.23	168.01	196.85	167.99	95.63	61.12	135.61	96	87.13	131.25	149.3	77.88	129.29	140.33	119.28	47.04	176.32	123.77	85.21	85.48	90.88	74.01	100.3	116.88	90.17	105.41	121.27	68.5	223.99	119.96	109.38
ENSG00000186340.10	THBS2	5.02	0.06	0.1	33.95	16.58	0.16	0.76	0.08	0.05	0.2	80.33	5.23	1.42	0.13	0.15	0.11	171.75	1.04	356.68	0.12	0.08	0.53	0.27	120.52	0.1	0.07	0.03	0.15	0.22	0.12	0.89	0.04	0.43	37.64	3.63	83.51	0.73	0.28	0.25	0.02	0.08	41.32	147.16	2.52	161.44
ENSG00000186350.8	RXRA	26.15	9.81	6.59	16.97	6.67	13.57	6.55	19.86	20.14	23.05	11.92	27.28	13.03	32.65	18.16	10.7	2.85	6.77	15.15	40.88	22.11	10.04	20.69	16.8	4.92	19.64	19.78	15.71	18.25	4.69	22.23	4.39	19.66	22.34	16.24	29.55	12.54	14.72	31.89	10.52	35.28	16.59	10.02	6.98	14.11
ENSG00000186393.5	KRT26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0
ENSG00000186395.6	KRT10	20.04	13.18	10.32	15.74	21.46	15.01	12.18	11.74	6.89	9.6	19.39	16.52	21	10.51	9.39	28.68	7.37	14.64	15.56	18.32	22.2	15.27	23.36	15.16	11.69	14.9	13.08	8.07	8.47	19.65	9.75	8.71	7.68	22.44	37.04	7.7	16.69	11.01	21.07	14.35	16.59	19.01	29.33	29.44	12.89
ENSG00000186469.4	GNG2	5.58	0.95	0.13	4.18	1.92	1.58	0.37	0.19	0.03	0.51	5.1	7.01	1.53	0.09	0.17	0.2	2.31	0.78	44.45	0.04	0.52	33.59	0.23	0.06	0.11	0.04	0.04	0.6	3.83	0.32	0.95	9.54	0.08	1.75	25.3	0.69	11.91	20.89	2.62	8.65	0.01	14.14	20.79	82.85	0.36
ENSG00000186575.13	NF2	27.55	17.49	26.04	43.84	27.39	35.62	22.8	51.22	33.06	9.9	18.85	17.85	62.31	15.29	26.37	7.97	7.95	15.17	14.03	11.01	3	16.79	32.39	0.1	16.55	42.06	12.61	19.88	93.69	54.51	4.05	26.69	9.67	43.47	30.43	12.68	21.31	18.19	73.17	12.05	10.5	34.23	13.76	27.86	77.18
ENSG00000186642.11	PDE2A	2.04	0.84	1.14	0	1.71	0.95	1.05	2.37	0.31	0	0.4	2.33	1.19	0.05	0.79	0.77	0.58	2.86	0.95	0.28	1.95	4.56	0.36	4.66	1.78	0.44	0.12	0.22	1.14	0.48	1.73	0.41	0.09	0.23	0.18	0.52	0.45	0.25	0.35	0.07	0.14	0.93	0.2	0.52	20.57
ENSG00000186654.16	PRR5	19.38	7.47	15.9	1.49	10.97	11.44	7.74	16.3	18.01	10.54	1.72	2.2	13.12	5.65	12.32	9.94	5.8	0.29	20.42	5.4	0.23	3.49	8.83	5.87	5.02	5.79	9.26	8.48	7.34	10.86	8.95	3.6	20.75	1.86	1.26	1.23	8.85	10.08	20.7	9.81	8.12	0.03	17.45	15.97	8.76
ENSG00000186803.3	IFNA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0
ENSG00000186810.7	CXCR3	0.01	0	0	0	0	0	0.01	0	0	0.93	0	0.12	0	0.52	0.04	0.01	0.07	0.01	1.68	0.01	0.1	0.03	0	0	0.03	0	0.01	0	0	0.01	0	0.01	3.73	0	0	0.02	0.04	0	0	0.12	0.01	0	0	0.01	0
ENSG00000186832.4	KRT16	0.35	0.35	0.03	0.32	0.02	0.33	15.97	0.5	0.09	1.27	0.65	0.1	42.86	0.11	0.08	0.01	0.59	0.06	0.03	2.4	0.17	6.89	239.27	0.37	0.19	6.16	0	0	3.69	10.19	0.35	2.5	40.85	0.52	2.36	0.15	0.49	0.05	3.64	0.55	0.05	0.68	0.05	0.14	0.47
ENSG00000186847.5	KRT14	0.79	0.41	0.11	1.52	0	6.72	1.18	0.68	0.97	0.06	0.39	0.3	1707.3	0.03	0.1	0.12	0.15	0.29	1.04	0.06	0.15	9.24	90.98	0.21	0.12	0.18	0.01	0.09	0.13	1.86	2.41	0.53	0.76	1.07	0.05	1.25	5.88	0.12	44	0.02	0.04	0.02	1.39	0.38	0.31
ENSG00000186868.11	MAPT	3.82	0.73	0.12	0.06	6.12	4.57	2.32	12.25	3.54	0.02	0.24	8.83	2.35	0.35	1.79	3.08	2.22	2.38	2.2	12.17	0.21	0.03	0.53	2	1.78	0.2	5.01	35.83	0.25	0.19	14.15	0.38	2.69	0.35	0.96	0.1	0.51	2.84	5.78	0.29	17.33	3.53	1.12	2.8	0.86
ENSG00000186895.2	FGF3	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0.03	0	0	0	0	0	0	0	0	0.03	0	0.03	0	0	73.53	0	0	0	0	0
ENSG00000186951.12	PPARA	7.7	1.11	4.32	1.87	1.18	1.51	2.43	4.78	10.33	0.46	6.59	4.71	25.49	7.67	1.61	2.28	5.28	2.53	9.54	1.65	5.92	10.08	11.27	2.06	1.17	1.06	1.68	7.6	2.74	3.8	3.32	1.35	4.02	6.39	6.35	6.83	8.58	5.61	7.07	0.31	3.1	4.35	3.32	3.05	4.06
ENSG00000187079.10	TEAD1	30.58	46.34	25.44	34.24	15.51	46.17	61.02	46.47	34.42	0.19	51.7	15.69	36.24	24.71	28.13	9.18	10.77	43.4	26.16	11.46	51.63	28.05	20.64	44.16	32.65	28.14	21.06	37.9	42.13	13.5	50.19	13.6	24.71	63.36	36.96	24.6	57.52	30.42	43.32	32.93	10.69	26.23	26.59	31.57	37.65
ENSG00000187091.9	PLCD1	2.13	2.4	3.09	6.36	1.3	2.93	2.8	2.94	2.1	0.8	3.93	3.72	5.97	4.13	1.35	55.3	4.82	3.13	9.21	2.68	4.51	5.33	1.5	0.69	2.09	0.25	0.48	3.69	3.92	2.3	3.07	6.16	4.37	5.17	2.93	1.13	2.37	2.98	1.73	3.46	3.95	6.31	2.86	4.67	6.1
ENSG00000187242.4	KRT12	0	0.01	0	0.02	0.01	0	0.02	0.01	0	0.02	0.01	0	0.02	0.26	0	0.91	0.02	0.01	0.41	0.12	0.01	0	0.06	0	0.04	0	0	0	0	0.01	0	0	0.85	0	0.01	0	0.16	0.09	0	0	0	0.04	0.09	0	0
ENSG00000187266.9	EPOR	4.7	2.35	6.18	9.19	4.85	1.92	6.57	5.16	4.28	2.89	3.19	7.23	16.4	2.06	6.73	7.73	3.85	4.6	8.1	8.02	5.35	14.92	6.86	2.88	9.29	1.06	2.49	9.75	12.37	14.63	10.8	10.09	6.87	4.95	11.93	7.57	12.44	6.51	6.28	3.5	11.61	7.46	7.26	7.36	7.35
ENSG00000187391.13	MAGI2	0.6	0.13	0.18	0.37	0.24	0.23	0.2	0.03	0.12	0.04	0.82	0.19	1.91	0.02	0.07	0.8	0.04	0.44	0.55	0.07	0.16	0.65	0.03	1.42	0.5	0.11	0.18	0.36	0.44	0.04	0.2	0.03	2.07	2.01	1.77	0.84	0.47	0.37	0.19	0.1	0.19	6.57	0.94	2.23	0.82
ENSG00000187498.10	COL4A1	70.3	36.17	125.01	18.86	43.85	9.21	63.27	0.11	0.17	0.27	119.65	0.19	800.09	0.05	222.98	0.01	0.12	0.01	49.62	0.02	7.82	1.64	3.02	94.37	1.78	1.58	3.13	0.56	27.07	241.31	44.08	6.79	0.12	81.26	34.47	250.56	0.85	5.63	187.77	0.05	0.07	7.96	9.27	27.66	220.72
ENSG00000187554.7	TLR5	2.14	0.31	0.02	0.41	0.27	1.29	3.41	0.35	0.63	0.01	0.14	2.35	0.34	0.05	0.47	1.94	0.58	0	0.07	2.91	1.2	0.15	6.1	0.12	0.1	4.63	0.07	0.03	2.33	0.57	0.35	0.26	0.02	0.42	2.83	0.55	0.18	0.03	3.21	0	5.5	0.19	0.19	0.02	0.12
ENSG00000187555.10	USP7	28.21	55.91	46.76	42.22	20.4	45.94	31.15	97.81	84.95	27.69	34.69	15.48	31.68	39.82	53.53	42.21	32.13	58.39	30.47	46.88	34.22	25.15	31.52	46.04	43.27	52.33	55.13	63.82	32.62	20.62	48.07	21.89	93.33	30.37	56.8	30.76	29.8	30.27	62.4	59.69	56.49	26.11	32.28	68.05	55.4
ENSG00000187608.5	ISG15	22.25	5.68	25.25	66.96	42.84	169.29	14.54	88.76	91.95	19.78	60.03	171.64	24.52	61.29	100.3	13.69	19.2	33.85	13.44	73.31	321.62	34.03	97.46	40.37	51.45	16.36	6.21	78.57	47.12	95.13	22.52	174.77	36.64	78.88	71.53	3170.1	20.93	3.91	31.51	78.22	3.36	53.81	4.07	15.14	34.75
ENSG00000187796.9	CARD9	0.73	0.22	0.31	0.49	0.77	0.22	0.23	0.36	0.32	52.54	0.69	1.19	0.96	22.3	1.42	23.56	0.53	0.05	1.74	0.69	0.37	0.94	3.19	0.37	1.04	0.52	0.42	1.34	2.24	0.88	0.52	0.18	0.4	0.38	0.65	0.26	0.22	0.34	0.46	17.44	5.09	0.47	0.25	0.47	0.49
ENSG00000187840.4	EIF4EBP1	106.56	88.71	89.5	245.48	139.68	95.32	25.11	79.57	105.71	154.79	121.51	61.72	344.36	24.02	78.5	194.1	164.83	224.39	75.95	71.9	66.67	199.13	109.89	143.27	66.75	49.71	76.8	111.14	111.66	113.42	201.61	67.76	65.55	122.54	97.22	170.56	106.41	154.78	59.14	104.01	80.81	74.78	99.96	474.12	125.44
ENSG00000187848.8	P2RX2	0.06	0.07	0.02	0.02	0	0.15	0.06	0	0.1	0.01	0	0.03	0	0.04	0.08	0.09	0.2	0	0	2.45	0.07	0.1	0.1	0.03	0.12	0.01	0.02	0.07	0.19	0	0.03	0.01	0	0	0.03	0	0.01	0.12	0	0.03	9.79	0	0	0.04	0
ENSG00000187980.6	PLA2G2C	0.08	0	0	0	0	0	0	0	0	0.81	0.01	0.01	0	0	0.01	0.54	0	0	0.01	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0
ENSG00000188064.5	WNT7B	0.32	48.02	0.61	1.55	0.4	25.32	35.02	4.58	2.19	0.04	3.8	4.53	12.04	6.99	54.59	0.02	0.06	2.24	0.03	8.2	18.4	0.09	31.27	8.69	0.81	21.16	0.03	0.8	6.35	13.95	1.6	9.22	0.85	0.13	17.9	1.28	0.15	0.05	60.52	0.22	5.11	0.33	0	0.11	36.91
ENSG00000188089.9	PLA2G4E	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0.05	0	0	0.21	0	0	0.01	0	0.02	0	0	0.1	0	0	0	0	0.03	0	0.01	0	0	0.01	0	0.01	0	0	0.13	0.01	0.02	0	0.01	0
ENSG00000188130.9	MAPK12	36.45	8.02	26.96	22.84	12.14	15.86	18.93	31.97	15.01	27.29	35.14	17.25	35.89	4.52	33.2	33.46	3.95	31.4	4.27	2.31	14.06	32.88	6.61	20.86	9.34	8.86	35.37	20.54	3.24	1.88	21.95	6.96	34.96	13.16	10.98	31.82	9.12	6.99	1.75	21.92	5.44	6.76	16.75	45.27	25.65
ENSG00000188153.8	COL4A5	9.16	17.38	8.35	67.34	9.92	1.72	26.66	6.08	0.06	0.17	22.97	13.18	0.75	0.05	17.12	2.29	3.51	0.08	0.87	27.81	8.23	2.3	19.78	46.24	10.92	9.15	29.82	0.13	19.84	0.08	3.31	12.97	0.09	19.03	17.02	0.02	0.13	2.11	1.63	0.09	12.08	24.43	0.46	10.29	10.75
ENSG00000188186.6	LAMTOR4	222.95	104.24	198.24	133.37	201.99	111.36	236.41	140.99	144.27	256.54	99.89	233.16	83.62	258.58	153.77	187.2	168.8	144.18	323.88	227.49	118.32	216.25	148.2	99.48	134.95	54.9	164.42	225.21	170.52	359.47	124.76	106.06	272.67	190.56	220.03	109.36	163.14	210.81	90.47	205.73	105.73	211.55	309.77	178.97	159.86
ENSG00000188191.10	PRKAR1B	38.49	11.34	36.34	16.58	16.47	16	7.9	10.2	27.79	5.37	10.61	37.45	5.09	24.11	7.54	8.04	11.58	4.88	17.51	28.65	12.51	20.75	21.7	44.67	11.06	38.03	17.81	6.96	15.81	7.74	26.95	8.94	12.76	9.83	6.86	18.33	5.72	7.24	5.13	62.26	6.13	8.55	15.96	39.5	19.58
ENSG00000188257.6	PLA2G2A	0.03	0	0.09	0.03	0.13	0.28	1.11	0	0.03	0.05	0	0.03	12.11	1.54	0.09	0.03	1.2	0.26	0	0.08	0.05	0.06	0.48	0.14	0.15	0.17	0.14	0	0.14	0	0.03	0.07	0.03	0	0.75	0	0.04	0.11	0	0.7	0.18	0.14	0	0.25	0
ENSG00000188316.9	ENO4	0.77	0.41	0.61	0.75	0.94	1.45	0.51	0.59	1.25	0.08	0.4	0.17	0.12	0.44	0.34	0.77	0.36	0.23	2.26	0.85	1.49	0.61	0.38	0.06	1.13	0.74	0.73	0.41	1.52	0.33	0.46	0.5	0.27	0.53	0.53	0.3	1.51	1.28	1.47	0.66	1.55	0.62	0.76	2.07	1.61
ENSG00000188379.5	IFNA2	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188386.5	PPP3R2	0.01	0	0	0	0	0	0.01	0.03	0	0	0.01	0	0	0	0.01	0	0	0	0	0	0	0.03	0	0	0.02	0.01	0	0	0	0.01	0.01	0	0	0	0	0.01	0.01	0	0.01	0	0	0.01	0.01	0.01	0
ENSG00000188389.6	PDCD1	0	0	0	0.02	0	0.02	0	0	0.17	0	0.02	0.03	0.03	0	0	0.57	0	0	0.03	0.03	0.01	0	0	0.01	0.03	0.01	0	0.03	0.07	0.02	0.03	0	4.25	0	0.01	0.04	0.03	0	0	0.19	0.02	0.03	0	0	0
ENSG00000188763.3	FZD9	0.51	0.66	0.57	1.78	0.64	0.32	1.81	0.22	0.38	0.22	0.55	1.93	0.74	0.03	1.9	0.42	0.27	0.02	6.64	0.31	0.01	0.12	1.15	0.13	0.22	0.13	2.3	5.82	0.72	1.31	2.01	0.11	0	0.58	0	0.47	0.24	1.96	0.62	1.09	0.7	0	2.24	2.57	0.51
ENSG00000188778.3	ADRB3	0	0	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0.04	0	0	0	0.05	0	0.01	0.01	0	0.02	0	0	0	0	0	0.01	0	0	0.27	0	0	0	0	0	0.01	0.06	0
ENSG00000188784.4	PLA2G2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0	0	0	0	0
ENSG00000189056.9	RELN	0.07	0.01	24.1	0.02	7.4	0.34	0.05	0.01	0.04	0.02	0.46	0.13	0.06	0	0.01	10.71	0.02	0.01	0.66	0.04	0.75	0.01	1.3	0.06	0.21	0.2	0.09	0.25	3.91	2.04	0.23	10.18	0.1	0.11	0.6	0.01	0.04	0.43	0.1	0	0	0	0.15	3.22	4.32
ENSG00000196083.5	IL1RAP	4.43	5.57	7.38	21.84	4.76	12.36	11.45	1.4	2.98	3	14.43	21.82	45.84	1.99	6.35	0.96	2.27	5.51	40.37	4.27	6.89	15.74	7.61	11.14	5.18	8.02	4.57	0.58	11.32	5.75	3.16	2.58	1.84	9.96	8.97	16.17	66.51	156.71	5.26	1.33	5.98	32.51	40.03	157.72	13.75
ENSG00000196218.7	RYR1	0.14	2.63	0.04	0.07	0	3.43	1.96	1.8	0.07	0	3.24	0	0.15	0.01	0.13	11.1	0.01	0.06	0.02	0.45	0	0	7.26	0.01	10.04	0.01	0.58	0.87	26.99	6.89	14.76	0	0.06	0.08	0.02	0.13	0.07	0.22	2.84	1.35	0.62	0.01	0.46	0.03	0.13
ENSG00000196277.11	GRM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0.15	0.05	0	0	0	0	0	0	0	0.21	0.01	0.05	0	0.02	0	0	0
ENSG00000196296.9	ATP2A1	1.45	0.85	5.43	1.23	2.22	4.36	0.92	3.19	2.97	3.16	1.95	0.68	3.75	2.14	2.02	7.53	3.96	1.18	1.27	1.08	2.11	3.96	0.51	4.81	1.69	1.29	1.76	3.83	1.13	1.23	1.14	1	2.81	0.96	3.47	1.92	2.1	0.74	2	2.81	2.38	0.89	1.2	2.03	0.9
ENSG00000196396.5	PTPN1	36.98	19.26	38.18	49.69	26.28	49.55	26.23	52.41	37.46	10.22	61.33	61.74	35.1	28.21	39.63	49.04	14.35	46.17	61.73	96.33	90.76	32.11	31.21	86.06	63.13	37.27	18.58	39.75	46.14	35.95	57.72	12.48	15.04	67.34	40.37	39.18	70.6	51.67	40.64	34.21	36.64	36.16	85.81	102.83	79.38
ENSG00000196455.3	PIK3R4	18.66	21.07	21.73	19.63	26.15	22.32	14.57	33.19	36.74	19.36	28.33	17.25	26.96	29.33	21.23	12.09	10.77	20.87	35.17	14.72	10.15	29.26	25.87	17.38	30.14	18.82	21.49	16.78	61.02	30.4	25.83	11.56	22.62	12.54	24.56	32.24	31.89	26.17	24.06	20.42	26.28	19.5	21.53	56.72	34.94
